,cited_assignee,cited_publication_number,citing_publication_number,citing_assignee,cited_cpc_code,citing_cpc_code,filing_year
1477,SICHUAN AIHUA LIKANG INTELLIGENT TECH CO LTD,CN-107808318-A,CN-108648790-A,GUANGDONG BAOJIANTANG LINKAGE PHARMACY CO LTD,G06Q30/06,G16H20/10,2017
1478,KOTZEV SHMUEL,WO-2018002864-A2,WO-2018144650-A1,GARAFULIC ADRIANO QUIROGA,G06Q30/06,G06Q20/20,2017
1479,WAL MART STORES INC,US-2018108072-A1,US-2019176864-A1,TOSHIBA TEC KK,G06Q30/06,B62B3/142,2017
1480,VAST COM INC,US-2016343058-A1,US-10269030-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
1481,APPLE INC,US-2018150897-A1,US-2018367856-A1,DIRECTV GROUP INC,G06Q30/06,H04N21/46,2017
1482,SWEETLABS INC,HK-1218968-A1,US-10084878-B2,SWEETLABS INC,G06Q30/06,H04L67/30,2016
1483,FACEBOOK INC,US-2017200209-A1,US-10542407-B2,T MOBILE USA INC,G06Q30/06,H04W4/90,2016
1484,DEUTSCHE POST AG,US-2017132691-A1,US-10497192-B2,CARRIER CORP,G06Q30/06,G07C9/001,2016
1485,FOSHAN SHUNDE MIDEA ELECTRICAL HEATING APPLIANCES MFG CO LTD,KR-20180048449-A,CN-109527978-A,GREE ELECTRIC APPLIANCES INC ZHUHAI,G06Q30/06,A47J37/06,2016
1486,WAL-MART STORES INC,US-2017262932-A1,US-10543942-B2,FULFIL SOLUTIONS INC,G06Q30/06,B65B25/04,2017
1487,ICON HEALTH & FITNESS INC,US-2017193578-A1,US-10492519-B2,ICON HEALTH & FITNESS INC,G06Q30/06,A23L33/30,2016
1488,DONGSEO TECHNOLOGY HEADQUTERS,KR-20180042062-A,KR-102068924-B1,KIM YONG MUK,G06Q30/06,G06Q50/14,2016
1489,PAYPAL INC,US-2018174222-A1,US-2018285859-A1,JIANG CHUNXI,G06Q30/06,G06Q20/34,2016
1490,WAL MART STORES INC,US-2018040044-A1,US-10366396-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/01,2017
1491,WAL-MART STORES INC,US-2017301008-A1,US-10430817-B2,WALMART APOLLO LLC,G06Q30/06,G06Q30/02,2017
1492,ALIBABA GROUP HOLDING LTD,US-2017004126-A1,US-2018024633-A1,AIVIA INC,G06Q30/06,G06F3/013,2016
1493,EBAY INC,US-2018137551-A1,US-2018089507-A1,SOLYSTIC,G06Q30/06,G06K9/005,2016
1494,TRUECAR INC,US-9904933-B2,US-10489809-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2017
1495,BIOZ INC,US-2018336182-A1,US-10372803-B2,ORACLE INT CORP,G06Q30/06,G06F17/24,2017
1496,SQUARE INC,WO-2017160454-A1,US-10410200-B2,SQUARE INC,G06Q30/06,G06Q20/02,2017
1497,EBAY INC,US-2016275587-A1,US-10453108-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
1498,SHENZHEN QIANHAI CROSS BORDER YIGOUJI SUPPLY CHAIN MAN CO LTD,CN-107330749-A,CN-109544219-A,WUHU YUANKUI NEW MATERIAL TECH CO LTD,G06Q30/06,G06Q30/02,2017
1499,IBM,US-2018101888-A1,US-10373618-B2,SOUNDHOUND INC,G06Q30/06,G10L15/22,2016
1500,UNIV NINGBO,CN-106920146-A,CN-107392957-A,HANGZHOU ZSHINE IND CO LTD,G06Q30/06,G06T7/55,2017
1501,AGALMIC INC,US-2017300984-A1,US-10275740-B2,ORDERGROOVE INC,G06Q30/06,G06Q10/08,2017
1502,A9 COM INC,US-2016314512-A1,US-10024681-B2,WALMART APOLLO LLC,G06Q30/06,G01C21/36,2016
1503,MAZED SAYEEDA,US-2017221032-A1,US-10446692-B2,MICRON TECHNOLOGY INC,G06Q30/06,H01L21/82,2017
1504,WAL-MART STORES INC,US-2017116667-A1,US-10095929-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06K9/006,2016
1505,WAL-MART STORES INC,US-2017124547-A1,US-10507787-B2,NURO INC,G06Q30/06,G05D1/022,2016
1506,WAL-MART STORES INC,US-2017124547-A1,US-10507787-B2,NURO INC,G06Q30/06,B60R21/34,2016
1507,LOOP COMMERCE INC,US-2018040057-A1,US-10373236-B2,LOOP COMMERCE INC,G06Q30/06,G06Q30/06,2017
1508,HANGZHOU QIBEI TECH CO LTD,CN-107093127-A,CN-107909690-A,ZHENGZHOU YUNHAI INFORMATION TECH CO LTD,G06Q30/06,G07C9/005,2017
1509,STATE GRID E COMMERCE CO LTD,CN-107240001-A,WO-2019205380-A1,PING AN TECH SHENZHEN CO LTD,G06Q30/06,H04L63/04,2017
1510,PAN CHONGGUANG,CN-106408365-A,WO-2020024555-A1,SHENZHEN SPRINGWOODS HOLDING COMPANY LTD,G06Q30/06,G06Q30/06,2016
1511,MONTICELLO ENTPR LLC,US-2018025442-A1,US-10565607-B2,Sion Apps LLC,G06Q30/06,G06Q30/02,2017
1512,ADOBE SYSTEMS INC,US-2018053236-A1,US-10430559-B2,ADOBE INC,G06Q30/06,G06F21/10,2016
1513,MCKAY REGAN JARROD,US-2018025403-A1,US-10523493-B2,ORACLE INT CORP,G06Q30/06,H04L41/04,2016
1514,TRUECAR INC,US-2019180306-A1,US-10515382-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2019
1515,SHENZHEN TAOTAOGU INFORMATION TECH CO LTD,CN-106097073-A,WO-2018137316-A1,ONECONNECT BLOCKCHAIN TECH CO LTD SHANGHAI,G06Q30/06,G06Q20/10,2016
1516,MASTERCARD INTERNATIONAL INC,US-2017032446-A1,US-2018032953-A1,HERRERA LIANA,G06Q30/06,G06Q10/08,2016
1517,VIVINT INC,US-2017236193-A1,US-10325463-B2,HONEYWELL INT INC,G06Q30/06,G08B13/22,2017
1518,EBAY INC,US-2016266753-A1,US-10365802-B2,EBAY INC,G06Q30/06,G06Q30/06,2016
1519,MAZED SAYEEDA,US-2017221032-A1,US-2018287773-A1,INTEL CORP,G06Q30/06,H04L7/007,2017
1520,UNIV HEFEI TECHNOLOGY,CN-105678607-A,CN-107392512-A,BEIJING XIAODU INF TECH CO LTD,G06Q30/06,G06Q10/08,2016
1521,SOCIAL DATA SCIENCES INC,US-2017255986-A1,US-10402774-B1,CAPITAL ONE SERVICES LLC,G06Q30/06,G06Q10/08,2017
1522,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018189857-A1,US-10373618-B2,SOUNDHOUND INC,G06Q30/06,G10L15/22,2017
1523,UNDER ARMOUR INC,US-2017287044-A1,WO-2020018489-A1,WANTABLE INC,G06Q30/06,G06Q30/06,2016
1524,YANG RUNDING,CN-107330771-A,CN-107908487-A,CHINA PING AN LIFE INSURANCE CO LTD,G06Q30/06,G06F9/547,2017
1525,VAST COM INC,US-2016343058-A1,US-10269031-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2016
1526,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-106022856-A,CN-106528379-A,ZHENGZHOU YUNHAI INFORMATION TECH CO LTD,G06Q30/06,G06F11/30,2016
1527,WAL-MART STORES INC,US-2016314514-A1,US-10466111-B2,WALMART APOLLO LLC,G06Q30/06,G01K1/022,2016
1528,SQUARE INC,US-9934530-B1,US-10427846-B2,WALMART APOLLO LLC,G06Q30/06,B65D55/02,2016
1529,ZHU LIANGHONG,WO-2017197625-A1,US-10207110-B1,BAYNHAM TAMARA COLETTE,G06Q30/06,A61N1/361,2016
1530,MFG RESOURCES INT INC,US-2016335705-A1,US-10269156-B2,MRI INC,G06Q30/06,G06Q20/20,2016
1531,KO JEA DU,KR-101757437-B1,KR-20190106371-A,LEE SUNG HEE,G06Q30/06,G06Q50/10,2016
1532,MASTERCARD INTERNATIONAL INC,US-2017206593-A1,EP-3506663-A1,TOYOTA MOTOR CO LTD,G06Q30/06,G06Q30/06,2016
1533,MICROSOFT TECHNOLOGY LICENSING LLC,US-2017083964-A1,US-9976864-B2,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G01C21/00,2016
1534,VAST COM INC,US-2016343058-A1,US-10489810-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
1535,GUIZHOU YOULIAN BORUI TECH CO LTD,CN-107256512-A,CN-108182255-A,CHONGQING FINANCIAL ASSETS EXCHANGE CO LTD,G06Q30/06,G06F16/95,2017
1536,CHANGE UP INC,US-2016300283-A1,US-2019236657-A1,Givewith LLC,G06Q30/06,G06Q30/02,2016
1537,KIM GIL SOO,KR-101723467-B1,KR-102005195-B1,LEE MIN JAE,G06Q30/06,G16H20/90,2016
1538,NEXTEV USA INC,US-2018012048-A1,US-10536835-B2,GM GLOBAL TECH OPERATIONS LLC,G06Q30/06,H04W4/80,2016
1539,ALIBABA GROUP HOLDING LTD,CN-107301577-A,WO-2019128526-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q10/06,2016
1540,MICROSOFT TECHNOLOGY LICENSING LLC,US-2018033066-A1,US-10372998-B2,Indaflow LLC,G06Q30/06,G06K9/007,2016
1541,GIM SEONG GEON,KR-101826616-B1,KR-102065561-B1,SHIM WON HEE,G06Q30/06,G06Q30/06,2017
1542,FACEBOOK INC,US-2017337602-A1,US-10567523-B2,PEARSON EDUCATION INC,G06Q30/06,H04L67/22,2016
1543,ANHUI WORUI NETWORK TECH CO LTD,CN-106971335-A,CN-108846890-A,LIANJIA BEIJING TECH CO LTD,G06Q30/06,G06T15/04,2017
1544,WAL MART STORES INC,US-2018068357-A1,US-10358326-B2,WALMART APOLLO LLC,G06Q30/06,B66F9/063,2017
1545,A9 COM INC,US-2016314512-A1,US-10024681-B2,WAL MART STORES INC,G06Q30/06,G01C21/20,2016
1546,NEXTEV USA INC,US-2018013211-A1,US-10569740-B2,KIA MOTORS CORP,G06Q30/06,B60R25/24,2016
1547,KREMEN ALEXANDER MICHAEL,US-2017316488-A1,EP-3534307-A1,MEALHERO,G06Q30/06,G06Q10/06,2017
1548,ONETRUST LLC,US-2017287034-A1,US-10484429-B1,AMAZON TECH INC,G06Q30/06,H04L63/20,2017
1549,TRUECAR INC,US-2019139065-A1,US-10489809-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2018
1550,WAL-MART STORES INC,US-2016314514-A1,US-10494180-B2,WALMART APOLLO LLC,G06Q30/06,B25J19/02,2016
1551,EBAY INC,US-9910927-B2,US-10297037-B2,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,G06T7/70,2016
1552,BECKHAM BRITTANY FLETCHER,US-2017011452-A1,US-2018218433-A1,FOGEL GARY,G06Q30/06,G06Q30/06,2016
1553,HUGHES DAVID WARD,US-2017364984-A1,US-10552793-B2,Label Insight,G06Q30/06,G06Q10/08,2016
1554,BAJOVIC FILIP,US-9818007-B1,WO-2019185255-A1,ARCELIK AS,G06Q30/06,D06F58/20,2017
1555,PARK YOUN GON,KR-101941200-B1,KR-102040907-B1,UNIVERSAL GROUP CO LTD,G06Q30/06,G06Q30/02,2018
1556,NEXTEV USA INC,US-2018012279-A1,US-10388081-B2,NIO USA INC,G06Q30/06,G07C5/008,2016
1557,Open Text SA,US-2016203544-A1,US-10019238-B2,OPEN TEXT SA ULC,G06Q30/06,G06F8/20,2016
1558,BIGRENTZ INC,US-2016210688-A1,US-10540728-B2,HUSQVARNA AB,G06Q30/06,G06Q50/08,2016
1559,XIE ZHIQIANG,CN-107133850-A,CN-107898303-A,MIDEA GROUP CO LTD,G06Q30/06,A47J37/06,2017
1560,BEIJING JINGDONG SHANGKE INFORMATION TECHNOLOGY CO LTD,CN-107103514-A,CN-107403345-A,BEIJING JINGDONG CENTURY TRADING CO LTD,G06Q30/06,G06Q30/02,2017
1561,TENCENT TECH (SHENZHEN) CO LTD,CN-106651522-A,CN-107292710-A,KUNMING ELECTRICITY TRANSACTION CENTER CO LTD,G06Q30/06,G06Q30/06,2016
1562,ADIDAS AG,US-2016364790-A1,US-9971983-B2,THEATRO LABS INC,G06Q30/06,H04W4/02,2016
1563,ZHANGYUE TECH CO LTD,CN-108520048-A,WO-2019184583-A1,ZHANGYUE TECH CO LTD,G06Q30/06,G06Q10/10,2018
1564,WAL-MART STORES INC,US-2017124547-A1,WO-2019023521-A1,NURO INC,G06Q30/06,G06Q10/08,2016
1565,AVANTE INT TECH INC,US-2017278159-A1,CN-108921642-A,BEIJING XIAOLUN TECH CO LTD,G06Q30/06,G06Q30/06,2017
1566,CHANGZHOU SANTAI TECH CO LTD,CN-106600373-A,CN-107481035-A,SUZHOU FURUIRONG NETWORK TECH CO LTD,G06Q30/06,G06Q30/02,2016
1567,RIGHTSIDE DIGITAL TECH CO LTD,CN-106097590-A,CN-108674364-A,MURONG CHENGDU TECH CO LTD,G06Q30/06,B60R25/24,2016
1568,MICROSOFT TECHNOLOGY LICENSING LLC,US-2017372401-A1,WO-2019209663-A1,MICROSOFT TECHNOLOGY LICENSING LLC,G06Q30/06,G06K9/006,2016
1569,IBM,US-2018005286-A1,US-2018150555-A1,WIPRO LTD,G06Q30/06,G06F16/36,2016
1570,EMBL RETAIL INC,US-2018300791-A1,US-2018160776-A1,BLACK BRASS INC,G06Q30/06,A43D1/025,2016
1571,BANK OF AMERICA,US-2018150899-A1,US-2018352172-A1,ORACLE INT CORP,G06Q30/06,H04N5/272,2016
1572,AGALMIC INC,US-2017300984-A1,US-2018365753-A1,FREDRICH PAUL,G06Q30/06,G06Q30/06,2017
1573,AMADEUS SAS,US-2018047084-A1,US-2018204466-A1,AIRPROXIMA INC,G06Q30/06,G08G5/003,2016
1574,SINCLAIR EOIN C,US-2017221121-A1,US-10313315-B2,BANK OF AMERICA,G06Q30/06,H04L63/04,2017
1575,ALIBABA GROUP HOLDING LTD,US-2017178213-A1,US-2017287127-A1,SAMSUNG ELECTRONICS CO LTD,G06Q30/06,G06T7/000,2016
1576,IBM,US-2017206585-A1,US-2017039515-A1,WAL-MART STORES INC,G06Q30/06,G06Q10/08,2016
1577,WAL-MART STORES INC,US-2016314514-A1,WO-2018140746-A1,WALMART APOLLO LLC,G06Q30/06,B25J9/162,2016
1578,BEIJING JINGDONG CENTURY TRADING CO LTD,CN-106056425-A,CN-107918907-A,SHENZHEN EDA CLOUD TECH CO LTD,G06Q30/06,G06Q30/06,2016
1579,XIAOMI INC,US-2016371763-A1,US-10176698-B1,IBM,G06Q30/06,G08B21/24,2016
1580,MASTERCARD INTERNATIONAL INC,US-2018342001-A1,US-10424007-B2,MASTERCARD INTERNATIONAL INC,G06Q30/06,G06Q20/32,2017
1581,CERTONA CORP,US-2018204268-A1,US-10404566-B2,NETFLIX INC,G06Q30/06,H04L43/10,2018
1582,BEIJING INST TECHNOLOGY,CN-106127552-A,CN-107320069-A,TAIKANG INSURANCE GROUP CO LTD,G06Q30/06,A61B5/002,2016
1583,ICON HEALTH & FITNESS INC,US-2017193578-A1,US-10188890-B2,ICON HEALTH & FITNESS INC,G06Q30/06,A63B21/00,2016
1584,AMAZON TECH INC,US-2017293968-A1,US-2019171997-A1,ROACH C RACHELLE,G06Q30/06,G06Q10/08,2017
1585,TENCENT TECH (SHENZHEN) CO LTD,CN-105589975-A,CN-107070986-A,SHENZHEN SPRINGWOODS AGRICULTURAL TECH CO LTD,G06Q30/06,H04L67/26,2016
1586,SWEETLABS INC,HK-1218968-A1,US-10430502-B2,SWEETLABS INC,G06Q30/06,G06F40/14,2016
1587,IPCAPITAL GROUP INC,US-2018268468-A1,US-10134077-B2,DIGIPRINT IP LLC,G06Q30/06,G06Q30/06,2017
1588,EBAY INC,WO-2017172905-A1,US-10366144-B2,EBAY INC,G06Q30/06,G06Q30/06,2017
1589,LI JIANCHENG,CN-106296354-A,WO-2019184598-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2016
1590,NIKE INC,US-2017245585-A1,US-10342287-B1,HOT SHOTS VENTURES LLC,G06Q30/06,A43B7/144,2016
1591,WAL-MART STORES INC,US-2017221120-A1,US-10410261-B2,WAL MART STORES INC,G06Q30/06,G06Q30/06,2016
1592,TRUECAR INC,US-2017286983-A1,US-10217123-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2017
1593,SHADECRAFT LLC,US-2017323356-A1,GR-20180100016-A,EXYPNA SYSTIMATA GIA XENODOCHEIA KAI KAFE IKE ME DT SOLUMBRO,G06Q30/06,A45B3/00,2016
1594,SQUARE INC,US-9928540-B1,WO-2019213498-A1,RAKUTEN INC,G06Q30/06,H04W4/029,2016
1595,BEIJING INST TECHNOLOGY,CN-106127552-A,CN-106774844-A,SHANGHAI CHUNAGMI SCIENCE & TECH CO LTD,G06Q30/06,G06F3/012,2016
1596,SOCKETFLIP INC,US-2016335698-A1,WO-2018149817-A1,SCHMIDT SEBASTIAN,G06Q30/06,G06Q50/06,2016
1597,CLEAR RES CORP,US-2016225053-A1,US-2018232952-A1,ADOBE SYSTEMS INC,G06Q30/06,G06T19/00,2016
1598,SKURT INC,US-2017372410-A1,US-10511943-B2,QUALCOMM INC,G06Q30/06,H04W4/40,2017
1599,MAZED SAYEEDA,US-2017221032-A1,US-2016276454-A1,MICRON TECHNOLOGY INC,G06Q30/06,H01L21/82,2017
1600,ADOBE SYSTEMS INC,US-2018053236-A1,US-10198846-B2,ADOBE SYSTEMS INC,G06Q30/06,G06T13/80,2016
1601,BEIJING DIDI INFINITY TECH AND DEVELOPMENT C O LTD,US-2018025408-A1,US-10458806-B2,BEIJING DIDI INFINITY TECHNOLOGY & DEV CO LTD,G06Q30/06,G06Q30/02,2016
1602,SERVICENOW INC,US-2018322556-A1,US-10425292-B1,SERVICENOW INC,G06Q30/06,H04L41/28,2017
1603,GUANGZHOU SUNRISE TECH CO LTD,CN-107481121-A,CN-109034292-A,ZHONGJIE TELECOMMUNICATIONS CO LTD,G06Q30/06,G06K17/00,2017
1604,TRUECAR INC,US-2017109833-A1,US-10269031-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
1605,AGALMIC INC,US-2017300984-A1,US-2019066183-A1,ALVO GREG E,G06Q30/06,G06Q30/06,2017
1606,MASTERCARD INTERNATIONAL INC,US-2017161820-A1,US-10189425-B2,AGERO INC,G06Q30/06,B60R16/02,2016
1607,SELFIESTYLER INC,US-2017352092-A1,WO-2019178417-A1,ANGER BRADFORD K,G06Q30/06,G06Q30/06,2017
1608,BODEGA AI INC,US-2018165728-A1,US-10331124-B2,NURO INC,G06Q30/06,G05D1/002,2017
1609,AVENNOMS CO LTD,KR-20170116289-A,WO-2019147095-A1,NARAMULSAN CO LTD,G06Q30/06,G06Q30/06,2016
1610,ALIGN COMMERCE CORP,WO-2017070469-A1,WO-2019222432-A1,RARE BITS INC,G06Q30/06,G06Q20/06,2016
1611,GM GLOBAL TECH OPERATIONS LLC,US-2017213273-A1,US-10430567-B2,IBM,G06Q30/06,G06F21/31,2016
1612,GUANGZHOU PANX SOFTWARE DEV CO LTD,CN-107038626-A,CN-107798584-A,LI XIAODAN,G06Q30/06,G06Q30/06,2017
1613,ZEBIC GREGOR,US-2016350841-A1,CN-107424041-A,ZHOU ZHENXING,G06Q30/06,G06Q30/06,2016
1614,ZHEJIANG LINJU SMART TECH CO LTD,CN-106934682-A,CN-108733992-A,ZHICHEAUTO TECH BEIJING CO LTD,G06Q30/06,G06F21/31,2017
1615,SUNRISE R&D HOLDINGS LLC,US-2016328767-A1,US-10552792-B2,WALMART APOLLO LLC,G06Q30/06,B65G1/10,2016
1616,ONETRUST LLC,US-2017287033-A1,US-2019188804-A1,Social Media Compliance Ltd,G06Q30/06,G06Q50/01,2017
1617,WAL-MART STORES INC,US-2017323359-A1,US-10319204-B1,ZEBRA TECH CORPORATION,G06Q30/06,G08B13/24,2017
1618,BODEGA AI INC,US-2018165728-A1,US-2019035044-A1,NURO INC,G06Q30/06,G06Q50/28,2017
1619,BROTHER IND LTD,US-2016292772-A1,US-10291791-B2,JIMBO JUNYA,G06Q30/06,H04N1/004,2016
1620,WAL-MART STORES INC,US-2017358024-A1,US-10585939-B2,IBM,G06Q30/06,G06F16/58,2017
1621,WAL-MART STORES INC,US-2017221119-A1,US-10225330-B2,KONG INC,G06Q30/06,H04L67/10,2016
1622,ZHU ZHILING,CN-108732594-A,WO-2019184435-A1,LIU TING,G06Q30/06,G06Q30/06,2018
1623,PANASONIC IP MAN CO LTD,US-2018300802-A1,US-10554488-B2,AXIS AB,G06Q30/06,H04L41/08,2016
1624,TRUECAR INC,US-2019180305-A1,US-10489810-B2,TRUECAR INC,G06Q30/06,G06Q30/06,2019
1625,MASTERCARD INTERNATIONAL INC,US-2018053242-A1,US-10467679-B1,DNANUDGE LTD,G06Q30/06,G06Q30/06,2017
1626,TRUECAR INC,US-10269031-B2,US-10515382-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
1627,WAL-MART STORES INC,US-2017300999-A1,US-10455365-B1,COGNIZANT TECH SOLUTIONS INDIA PVT LTD,G06Q30/06,H04W4/029,2017
1628,VENGO INC,US-2016247212-A1,WO-2019099743-A1,BONITO FOFEYIN,G06Q30/06,G06Q20/18,2016
1629,VERIZON PATENT & LICENSING INC,US-2018197218-A1,US-2017053326-A1,WAL-MART STORES INC,G06Q30/06,G06Q30/02,2017
1630,HOME DEPOT PRODUCT AUTHORITY LLC,US-2017372394-A1,US-10471804-B1,DRIVENT LLC,G06Q30/06,G08B17/10,2017
1631,LI JIANCHENG,CN-106296354-A,WO-2019184598-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q20/32,2016
1632,BEIJING MEGVI TECH CO LTD,CN-107862360-A,WO-2019233146-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G07G1/009,2017
1633,NEXTEV USA INC,US-2018012197-A1,US-10343539-B2,NICHICON CORP,G06Q30/06,B60L53/60,2016
1634,WUHAN ZHONGSHI AUTOMOBILE SERVICE CO LTD,CN-106952126-A,CN-109670810-A,PETRO CYBERWORKS INFORMATION TECH CO LTD,G06Q30/06,G06Q20/18,2017
1635,ALIBABA GROUP HOLDING LTD,CN-107392623-A,WO-2018214833-A1,ALIBABA GROUP HOLDING LTD,G06Q30/06,G06Q30/06,2017
1636,NGUYEN TRINITY NHUNG,US-2016203535-A1,US-2017243283-A1,BOSTON CHRISTOPHER CALVIN,G06Q30/06,G06Q30/08,2016
1637,YAHOO! INC,US-2017337611-A1,US-2018336603-A1,FUJITSU LTD,G06Q30/06,G06Q30/02,2016
1638,WERBITT JULIE M,US-2018075518-A1,US-2018220265-A1,RADIUS NETWORKS INC,G06Q30/06,H04W4/023,2017
1639,GEOPRI LLC,US-2016267570-A1,US-10095901-B1,BLISS DISTRIB INC,G06Q30/06,G06K7/108,2016
1640,ALLSTATE INSURANCE CO,US-9684924-B2,US-10382900-B1,ALLSTATE INSURANCE CO,G06Q30/06,G06Q30/06,2016
1641,A9 COM INC,US-2018060935-A1,US-10290032-B2,CRITEO SA,G06Q30/06,G06Q30/06,2017
1642,MONTICELLO ENTPR LLC,US-2017236196-A1,US-10373129-B1,WINKLEVOSS IP LLC,G06Q30/06,G06Q20/06,2017
1643,BEST APPS LLC,US-10140392-B1,US-10430524-B1,DASSAULT SYSTEMES SOLIDWORKS CORP,G06Q30/06,G06F30/00,2018
1644,TRUECAR INC,US-2017109833-A1,US-10217123-B2,TRUECAR INC,G06Q30/06,G06Q30/02,2016
1645,Open Text SA,US-2016203544-A1,US-10169004-B2,OPEN TEXT SA ULC,G06Q30/06,G06F8/35,2016
1646,GOGORO INC,US-2017039631-A1,US-2018222340-A1,GM GLOBAL TECH OPERATIONS LLC,G06Q30/06,G06Q10/02,2016
